index	chr	dom start	dom end	overlap %age	overlaps with	hier level
18	chr5	141040000	143560000	0	-1	1
25	chr5	143600000	145520000	0	-1	1
47	chr5	145880000	147240000	0	-1	1
50	chr5	147360000	148640000	0	-1	1
89	chr5	149000000	149800000	0	-1	1
185	chr5	149840000	150160000	0	-1	1
175	chr5	150200000	150560000	0	-1	1
3	chr5	150840000	169600000	0	-1	1
392	chr5	169680000	169720000	0	-1	1
285	chr5	169840000	169960000	0	-1	1
118	chr5	170080000	170680000	0	-1	1
70	chr5	170800000	171800000	0	-1	1
61	chr5	171840000	172960000	0	-1	1
26	chr5	173000000	174920000	0	-1	1
395	chr5	175040000	175080000	0	-1	1
287	chr5	175120000	175240000	0	-1	1
396	chr5	175520000	175560000	0	-1	1
397	chr5	175960000	176000000	0	-1	1
288	chr5	176280000	176400000	0	-1	1
242	chr5	176640000	176840000	0	-1	1
399	chr5	177840000	177880000	0	-1	1
400	chr5	178480000	178520000	0	-1	1
401	chr5	178960000	179000000	0	-1	1
262	chr5	179280000	179440000	0	-1	1
402	chr5	179600000	179640000	0	-1	1
321	chr5	180160000	180240000	0	-1	1
322	chr5	160000	200000	0.5	290	2
2	chr5	2040000	31560000	0.665464382326	1	2
143	chr5	31680000	32120000	0.00991884580703	1	2
28	chr5	32280000	34080000	0.0405770964833	1	2
144	chr5	34520000	34960000	0.00991884580703	1	2
29	chr5	35000000	36800000	0.0405770964833	1	2
178	chr5	36920000	37240000	0.00721370604148	1	2
71	chr5	37440000	38400000	0.0216411181244	1	2
9	chr5	38440000	42080000	0.0820559062218	1	2
346	chr5	42320000	42360000	0.000901713255185	1	2
247	chr5	42520000	42680000	0.00360685302074	1	2
347	chr5	42920000	42960000	0.000901713255185	1	2
348	chr5	43120000	43160000	0.000901713255185	1	2
268	chr5	43560000	43680000	0.00270513976555	1	2
298	chr5	43840000	43920000	0.00180342651037	1	2
349	chr5	45000000	45040000	0.000901713255185	1	2
136	chr5	45920000	46400000	0.0108205590622	1	2
269	chr5	50320000	50440000	0.6	226	2
351	chr5	50480000	50520000	0.2	226	2
352	chr5	51800000	51840000	0.25	248	2
300	chr5	51880000	51960000	0.5	248	2
145	chr5	52000000	52440000	0.2	22	2
43	chr5	52480000	53840000	0.618181818182	22	2
67	chr5	55280000	56280000	0.641025641026	35	2
227	chr5	58000000	58200000	0.0561797752809	10	2
354	chr5	58240000	58280000	0.0112359550562	10	2
270	chr5	58400000	58520000	0.0337078651685	10	2
146	chr5	58560000	59000000	0.123595505618	10	2
93	chr5	59160000	59920000	0.213483146067	10	2
57	chr5	60280000	61480000	0.337078651685	10	2
271	chr5	61840000	61960000	0.375	179	2
355	chr5	62080000	62120000	0.125	179	2
272	chr5	64000000	64120000	0.130434782609	78	2
301	chr5	65640000	65720000	0.0294117647059	16	2
358	chr5	65880000	65920000	0.0147058823529	16	2
359	chr5	66080000	66120000	0.0147058823529	16	2
158	chr5	66160000	66560000	0.147058823529	16	2
31	chr5	66600000	68320000	0.632352941176	16	2
105	chr5	71000000	71640000	0.516129032258	52	2
123	chr5	71680000	72240000	0.451612903226	52	2
130	chr5	72360000	72880000	0.317073170732	32	2
64	chr5	72920000	74000000	0.658536585366	32	2
228	chr5	74200000	74400000	0.714285714286	192	2
361	chr5	74720000	74760000	0.111111111111	168	2
251	chr5	74880000	75040000	0.444444444444	168	2
193	chr5	75640000	75920000	0.14	24	2
229	chr5	75960000	76160000	0.1	24	2
44	chr5	76280000	77640000	0.68	24	2
101	chr5	77680000	78360000	0.548387096774	53	2
87	chr5	78800000	79600000	0.645161290323	53	2
74	chr5	80640000	81600000	0.615384615385	36	2
4	chr5	81640000	90000000	0.17215815486	0	2
116	chr5	90200000	90800000	0.0123558484349	0	2
8	chr5	90840000	94680000	0.0790774299835	0	2
11	chr5	94920000	98240000	0.0683690280066	0	2
306	chr5	98320000	98400000	0.00164744645799	0	2
197	chr5	100040000	100320000	0.00576606260297	0	2
372	chr5	101320000	101360000	0.000823723228995	0	2
75	chr5	101920000	102880000	0.0197693574959	0	2
7	chr5	102920000	107760000	0.0996705107084	0	2
21	chr5	107800000	110120000	0.0477759472817	0	2
235	chr5	111600000	111800000	0.00411861614498	0	2
215	chr5	112040000	112280000	0.00494233937397	0	2
117	chr5	112360000	112960000	0.0123558484349	0	2
33	chr5	113000000	114640000	0.0337726523888	0	2
180	chr5	114680000	115000000	0.00658978583196	0	2
278	chr5	115040000	115160000	0.00247116968699	0	2
255	chr5	115280000	115440000	0.00329489291598	0	2
15	chr5	115480000	118320000	0.0584843492586	0	2
149	chr5	118360000	118800000	0.00906095551895	0	2
14	chr5	118840000	121840000	0.0617792421746	0	2
12	chr5	122800000	125960000	0.0650741350906	0	2
102	chr5	126200000	126880000	0.0140032948929	0	2
46	chr5	126920000	128280000	0.0280065897858	0	2
381	chr5	128720000	128760000	0.000823723228995	0	2
382	chr5	129400000	129440000	0.000823723228995	0	2
383	chr5	130120000	130160000	0.000823723228995	0	2
182	chr5	130840000	131160000	0.470588235294	103	2
310	chr5	131320000	131400000	0.117647058824	103	2
279	chr5	131600000	131720000	0.166666666667	98	2
311	chr5	133440000	133520000	0.166666666667	140	2
312	chr5	133560000	133640000	0.166666666667	140	2
237	chr5	133760000	133960000	0.416666666667	140	2
280	chr5	134160000	134280000	0.1875	108	2
141	chr5	134320000	134800000	0.75	108	2
313	chr5	134840000	134920000	0.285714285714	200	2
256	chr5	134960000	135120000	0.571428571429	200	2
183	chr5	135240000	135560000	0.19512195122	34	2
49	chr5	135600000	136880000	0.780487804878	34	2
161	chr5	137000000	137400000	0.714285714286	124	2
384	chr5	137560000	137600000	0.0714285714286	124	2
221	chr5	138760000	139000000	0.3	88	2
385	chr5	139040000	139080000	0.5	315	2
282	chr5	139600000	139720000	0.272727272727	151	2
99	chr5	141360000	142080000	0.285714285714	18	2
41	chr5	142120000	143560000	0.571428571429	18	2
239	chr5	145680000	145880000	0.147058823529	47	2
152	chr5	145920000	146360000	0.323529411765	47	2
173	chr5	146600000	146960000	0.264705882353	47	2
82	chr5	147200000	148080000	0.6875	50	2
125	chr5	148120000	148680000	0.4375	50	2
174	chr5	149000000	149360000	0.45	89	2
162	chr5	149400000	149800000	0.5	89	2
258	chr5	150200000	150360000	0.444444444444	175	2
259	chr5	150400000	150560000	0.444444444444	175	2
186	chr5	150840000	151160000	0.0170575692964	3	2
319	chr5	151240000	151320000	0.00426439232409	3	2
20	chr5	151520000	153880000	0.125799573561	3	2
391	chr5	154280000	154320000	0.00213219616205	3	2
27	chr5	154440000	156320000	0.100213219616	3	2
163	chr5	156680000	157080000	0.0213219616205	3	2
17	chr5	157200000	159800000	0.138592750533	3	2
5	chr5	159920000	167600000	0.409381663113	3	2
240	chr5	167720000	167920000	0.0106609808102	3	2
38	chr5	168040000	169600000	0.0831556503198	3	2
126	chr5	170800000	171360000	0.56	70	2
187	chr5	171480000	171800000	0.32	70	2
224	chr5	171840000	172080000	0.214285714286	61	2
241	chr5	172120000	172320000	0.178571428571	61	2
110	chr5	172360000	173000000	0.571428571429	61	2
42	chr5	173480000	174920000	0.75	26	2
398	chr5	176640000	176680000	0.2	242	2
289	chr5	176720000	176840000	0.6	242	2
403	chr5	180160000	180200000	0.5	321	2
6	chr5	2160000	7920000	0.19512195122	2	3
19	chr5	7960000	10320000	0.079945799458	2	3
165	chr5	10360000	10720000	0.0121951219512	2	3
127	chr5	10760000	11280000	0.0176151761518	2	3
330	chr5	11560000	11600000	0.00135501355014	2	3
331	chr5	11720000	11760000	0.00135501355014	2	3
332	chr5	12320000	12360000	0.00135501355014	2	3
134	chr5	13440000	13920000	0.0162601626016	2	3
156	chr5	14040000	14440000	0.0135501355014	2	3
244	chr5	14560000	14720000	0.00542005420054	2	3
188	chr5	14760000	15040000	0.00948509485095	2	3
65	chr5	15160000	16200000	0.0352303523035	2	3
245	chr5	16560000	16720000	0.00542005420054	2	3
128	chr5	16760000	17280000	0.0176151761518	2	3
208	chr5	17320000	17560000	0.00813008130081	2	3
333	chr5	17880000	17920000	0.00135501355014	2	3
334	chr5	18120000	18160000	0.00135501355014	2	3
335	chr5	18200000	18240000	0.00135501355014	2	3
336	chr5	19200000	19240000	0.00135501355014	2	3
337	chr5	20000000	20040000	0.00135501355014	2	3
338	chr5	20600000	20640000	0.00135501355014	2	3
339	chr5	21600000	21640000	0.00135501355014	2	3
265	chr5	21680000	21800000	0.00406504065041	2	3
340	chr5	22600000	22640000	0.00135501355014	2	3
341	chr5	23280000	23320000	0.00135501355014	2	3
342	chr5	26720000	26760000	0.00135501355014	2	3
266	chr5	27280000	27400000	0.00406504065041	2	3
59	chr5	30440000	31560000	0.0379403794038	2	3
177	chr5	31840000	32160000	0.727272727273	143	3
55	chr5	32280000	33480000	0.666666666667	28	3
119	chr5	33520000	34080000	0.311111111111	28	3
62	chr5	35000000	36080000	0.6	29	3
100	chr5	36120000	36800000	0.377777777778	29	3
129	chr5	38440000	38960000	0.142857142857	9	3
112	chr5	39000000	39600000	0.164835164835	9	3
56	chr5	39640000	40840000	0.32967032967	9	3
72	chr5	40960000	41920000	0.263736263736	9	3
345	chr5	42040000	42080000	0.010989010989	9	3
190	chr5	52000000	52280000	0.636363636364	145	3
63	chr5	52480000	53560000	0.794117647059	43	3
76	chr5	53600000	54520000	0.676470588235	43	3
120	chr5	54720000	55280000	0.56	67	3
212	chr5	55320000	55560000	0.24	67	3
104	chr5	55600000	56240000	0.64	67	3
353	chr5	56280000	56320000	0.04	67	3
250	chr5	58560000	58720000	0.363636363636	146	3
213	chr5	58760000	59000000	0.545454545455	146	3
77	chr5	60280000	61200000	0.766666666667	57	3
73	chr5	66640000	67600000	0.558139534884	31	3
122	chr5	67640000	68200000	0.325581395349	31	3
191	chr5	72920000	73200000	0.259259259259	64	3
94	chr5	73240000	74000000	0.703703703704	64	3
360	chr5	74200000	74240000	0.2	228	3
273	chr5	74280000	74400000	0.6	228	3
113	chr5	76280000	76880000	0.441176470588	44	3
97	chr5	76920000	77640000	0.529411764706	44	3
194	chr5	78600000	78880000	0.35	87	3
114	chr5	79000000	79600000	0.75	87	3
115	chr5	80040000	80640000	0.625	74	3
45	chr5	81640000	83000000	0.162679425837	4	3
83	chr5	83120000	83960000	0.1004784689	4	3
366	chr5	84440000	84480000	0.00478468899522	4	3
367	chr5	85520000	85560000	0.00478468899522	4	3
303	chr5	85960000	86040000	0.00956937799043	4	3
159	chr5	86360000	86760000	0.0478468899522	4	3
13	chr5	86880000	89960000	0.368421052632	4	3
370	chr5	91000000	91040000	0.0104166666667	8	3
39	chr5	91760000	93280000	0.395833333333	8	3
80	chr5	93400000	94280000	0.229166666667	8	3
169	chr5	94320000	94680000	0.09375	8	3
58	chr5	94920000	96120000	0.361445783133	11	3
23	chr5	96160000	98240000	0.626506024096	11	3
371	chr5	98360000	98400000	0.5	306	3
106	chr5	101920000	102560000	0.666666666667	75	3
198	chr5	102600000	102880000	0.291666666667	75	3
374	chr5	103560000	103600000	0.00826446280992	7	3
375	chr5	103880000	103920000	0.00826446280992	7	3
376	chr5	105520000	105560000	0.00826446280992	7	3
377	chr5	105880000	105920000	0.00826446280992	7	3
131	chr5	106520000	107040000	0.107438016529	7	3
160	chr5	107080000	107480000	0.0826446280992	7	3
378	chr5	107680000	107720000	0.00826446280992	7	3
68	chr5	107880000	108880000	0.431034482759	21	3
233	chr5	109080000	109280000	0.0862068965517	21	3
379	chr5	109440000	109480000	0.0172413793103	21	3
277	chr5	109720000	109840000	0.051724137931	21	3
40	chr5	110120000	111560000	0.620689655172	21	3
199	chr5	112400000	112680000	0.466666666667	117	3
307	chr5	112880000	112960000	0.133333333333	117	3
81	chr5	113000000	113880000	0.536585365854	33	3
308	chr5	114080000	114160000	0.0487804878049	33	3
380	chr5	114400000	114440000	0.0243902439024	33	3
254	chr5	114480000	114640000	0.0975609756098	33	3
139	chr5	121360000	121840000	0.16	14	3
60	chr5	121880000	123000000	0.354430379747	12	3
218	chr5	125720000	125960000	0.0759493670886	12	3
219	chr5	126200000	126440000	0.352941176471	102	3
181	chr5	126560000	126880000	0.470588235294	102	3
281	chr5	137000000	137120000	0.3	161	3
220	chr5	137160000	137400000	0.6	161	3
316	chr5	139640000	139720000	0.666666666667	282	3
184	chr5	141040000	141360000	0.444444444444	99	3
283	chr5	142120000	142240000	0.0833333333333	41	3
284	chr5	145680000	145800000	0.6	239	3
388	chr5	145840000	145880000	0.2	239	3
202	chr5	146680000	146960000	0.777777777778	173	3
257	chr5	147080000	147240000	0.181818181818	82	3
222	chr5	147360000	147600000	0.272727272727	82	3
203	chr5	147800000	148080000	0.318181818182	82	3
204	chr5	148680000	148960000	0.5	125	3
260	chr5	150840000	151000000	0.5	186	3
318	chr5	151040000	151120000	0.25	186	3
30	chr5	151520000	153320000	0.762711864407	20	3
153	chr5	153440000	153880000	0.186440677966	20	3
48	chr5	157200000	158520000	0.507692307692	17	3
54	chr5	158560000	159800000	0.476923076923	17	3
109	chr5	166960000	167600000	0.0833333333333	5	3
91	chr5	168120000	168920000	0.512820512821	38	3
154	chr5	168960000	169400000	0.282051282051	38	3
393	chr5	171320000	171360000	0.0714285714286	126	3
223	chr5	171480000	171720000	0.75	187	3
394	chr5	171760000	171800000	0.125	187	3
205	chr5	172360000	172640000	0.4375	110	3
206	chr5	172680000	172960000	0.4375	110	3
176	chr5	173000000	173360000	0.5625	110	3
286	chr5	173560000	173680000	0.0833333333333	42	3
133	chr5	173720000	174240000	0.361111111111	42	3
111	chr5	174280000	174920000	0.444444444444	42	3
325	chr5	2160000	2200000	0.00694444444444	6	4
326	chr5	2480000	2520000	0.00694444444444	6	4
292	chr5	3280000	3360000	0.0138888888889	6	4
327	chr5	5120000	5160000	0.00694444444444	6	4
207	chr5	5200000	5440000	0.0416666666667	6	4
86	chr5	5640000	6440000	0.138888888889	6	4
293	chr5	6720000	6800000	0.0138888888889	6	4
328	chr5	6960000	7000000	0.00694444444444	6	4
329	chr5	7560000	7600000	0.00694444444444	6	4
294	chr5	7840000	7920000	0.0138888888889	6	4
295	chr5	7960000	8040000	0.0338983050847	19	4
155	chr5	8320000	8720000	0.169491525424	19	4
142	chr5	8840000	9280000	0.186440677966	19	4
243	chr5	9320000	9480000	0.0677966101695	19	4
95	chr5	9600000	10320000	0.305084745763	19	4
263	chr5	10360000	10480000	0.333333333333	165	4
225	chr5	10520000	10720000	0.555555555556	165	4
296	chr5	14400000	14480000	0.2	156	4
264	chr5	14600000	14720000	0.75	244	4
343	chr5	30600000	30640000	0.0357142857143	59	4
135	chr5	30800000	31280000	0.428571428571	59	4
209	chr5	31320000	31560000	0.214285714286	59	4
166	chr5	32200000	32560000	0.3	55	4
92	chr5	32720000	33480000	0.633333333333	55	4
297	chr5	35000000	35080000	0.0740740740741	62	4
157	chr5	39000000	39400000	0.666666666667	112	4
246	chr5	39440000	39600000	0.266666666667	112	4
249	chr5	52280000	52440000	0.571428571429	190	4
210	chr5	53600000	53840000	0.260869565217	76	4
167	chr5	53880000	54240000	0.391304347826	76	4
211	chr5	54280000	54520000	0.260869565217	76	4
96	chr5	60280000	61000000	0.782608695652	77	4
137	chr5	61040000	61520000	0.521739130435	77	4
274	chr5	76280000	76400000	0.2	113	4
147	chr5	76440000	76880000	0.733333333333	113	4
230	chr5	78680000	78880000	0.714285714286	194	4
148	chr5	79000000	79440000	0.733333333333	114	4
275	chr5	79480000	79600000	0.2	114	4
365	chr5	80600000	80640000	0.0666666666667	115	4
231	chr5	86160000	86360000	0.5	159	4
252	chr5	86960000	87120000	0.0519480519481	13	4
304	chr5	87560000	87640000	0.025974025974	13	4
305	chr5	87840000	87920000	0.025974025974	13	4
79	chr5	88040000	88920000	0.285714285714	13	4
369	chr5	89280000	89320000	0.012987012987	13	4
253	chr5	89760000	89920000	0.0519480519481	13	4
196	chr5	94920000	95200000	0.233333333333	58	4
84	chr5	95240000	96080000	0.7	58	4
37	chr5	96600000	98160000	0.75	23	4
373	chr5	102560000	102600000	0.142857142857	198	4
232	chr5	102640000	102840000	0.714285714286	198	4
171	chr5	110120000	110480000	0.25	40	4
66	chr5	110520000	111560000	0.722222222222	40	4
236	chr5	121360000	121560000	0.416666666667	139	4
216	chr5	121600000	121840000	0.5	139	4
150	chr5	122160000	122600000	0.392857142857	60	4
217	chr5	122760000	123000000	0.214285714286	60	4
317	chr5	147080000	147160000	0.5	257	4
390	chr5	151520000	151560000	0.0222222222222	30	4
320	chr5	151760000	151840000	0.0444444444444	30	4
69	chr5	152320000	153320000	0.555555555556	30	4
90	chr5	158560000	159360000	0.645161290323	54	4
164	chr5	159400000	159800000	0.322580645161	54	4
189	chr5	32200000	32480000	0.777777777778	166	5
267	chr5	32520000	32640000	0.333333333333	166	5
344	chr5	35000000	35040000	0.5	297	5
214	chr5	61240000	61480000	0.5	137	5
363	chr5	79000000	79040000	0.0909090909091	148	5
195	chr5	79160000	79440000	0.636363636364	148	5
368	chr5	87560000	87600000	0.5	304	5
276	chr5	89800000	89920000	0.75	253	5
138	chr5	95240000	95720000	0.571428571429	84	5
170	chr5	95760000	96120000	0.428571428571	84	5
234	chr5	110280000	110480000	0.555555555556	171	5
172	chr5	110520000	110880000	0.346153846154	66	5
107	chr5	110920000	111560000	0.615384615385	66	5
389	chr5	147080000	147120000	0.5	317	5
261	chr5	152480000	152640000	0.16	69	5
132	chr5	152800000	153320000	0.52	69	5
98	chr22	15800000	15840000	0	-1	1
83	chr22	15960000	16040000	0	-1	1
75	chr22	16240000	16360000	0	-1	1
34	chr22	16480000	17000000	0	-1	1
18	chr22	17400000	18360000	0	-1	1
99	chr22	18480000	18520000	0	-1	1
56	chr22	19120000	19360000	0	-1	1
51	chr22	19520000	19800000	0	-1	1
101	chr22	20280000	20320000	0	-1	1
84	chr22	20480000	20560000	0	-1	1
12	chr22	20720000	22000000	0	-1	1
103	chr22	22120000	22160000	0	-1	1
85	chr22	22440000	22520000	0	-1	1
35	chr22	22800000	23320000	0	-1	1
0	chr22	23640000	34040000	0	-1	1
16	chr22	34080000	35120000	0	-1	1
28	chr22	35280000	35960000	0	-1	1
48	chr22	36000000	36320000	0	-1	1
109	chr22	36600000	36640000	0	-1	1
29	chr22	36760000	37440000	0	-1	1
4	chr22	37480000	39920000	0	-1	1
95	chr22	40160000	40240000	0	-1	1
19	chr22	40360000	41240000	0	-1	1
42	chr22	41360000	41840000	0	-1	1
8	chr22	41960000	43480000	0	-1	1
9	chr22	43600000	45120000	0	-1	1
111	chr22	45240000	45280000	0	-1	1
2	chr22	45560000	48600000	0	-1	1
74	chr22	48840000	49000000	0	-1	1
112	chr22	49240000	49280000	0	-1	1
97	chr22	49440000	49520000	0	-1	1
65	chr22	16480000	16640000	0.307692307692	34	2
50	chr22	16680000	16960000	0.538461538462	34	2
30	chr22	17440000	18080000	0.666666666667	18	2
55	chr22	18120000	18360000	0.25	18	2
66	chr22	19520000	19680000	0.571428571429	51	2
100	chr22	19760000	19800000	0.142857142857	51	2
60	chr22	20720000	20920000	0.15625	12	2
21	chr22	21040000	21840000	0.625	12	2
86	chr22	22800000	22880000	0.153846153846	35	2
52	chr22	23040000	23320000	0.538461538462	35	2
10	chr22	23640000	25120000	0.142307692308	0	2
3	chr22	25160000	28040000	0.276923076923	0	2
6	chr22	28080000	30080000	0.192307692308	0	2
88	chr22	30120000	30200000	0.00769230769231	0	2
1	chr22	30480000	34040000	0.342307692308	0	2
57	chr22	34080000	34320000	0.230769230769	16	2
36	chr22	34360000	34880000	0.5	16	2
91	chr22	34920000	35000000	0.0769230769231	16	2
92	chr22	35040000	35120000	0.0769230769231	16	2
39	chr22	35280000	35760000	0.705882352941	28	2
93	chr22	35880000	35960000	0.117647058824	28	2
80	chr22	36080000	36200000	0.375	48	2
94	chr22	36240000	36320000	0.25	48	2
46	chr22	37480000	37880000	0.16393442623	4	2
7	chr22	38080000	39920000	0.754098360656	4	2
110	chr22	40360000	40400000	0.0454545454545	19	2
62	chr22	40440000	40640000	0.227272727273	19	2
44	chr22	40760000	41200000	0.5	19	2
63	chr22	41360000	41560000	0.416666666667	42	2
59	chr22	41600000	41840000	0.5	42	2
26	chr22	41960000	42680000	0.473684210526	8	2
24	chr22	42720000	43480000	0.5	8	2
15	chr22	43600000	44680000	0.710526315789	9	2
64	chr22	44920000	45120000	0.131578947368	9	2
81	chr22	48600000	48720000	0.0394736842105	2	2
82	chr22	48840000	48960000	0.75	74	2
76	chr22	19520000	19640000	0.75	66	3
102	chr22	21040000	21080000	0.05	21	3
67	chr22	21120000	21280000	0.2	21	3
45	chr22	21400000	21800000	0.5	21	3
68	chr22	21840000	22000000	0.2	21	3
69	chr22	23640000	23800000	0.108108108108	10	3
104	chr22	23920000	23960000	0.027027027027	10	3
47	chr22	24120000	24440000	0.216216216216	10	3
37	chr22	24600000	25080000	0.324324324324	10	3
87	chr22	25120000	25200000	0.0540540540541	10	3
70	chr22	25240000	25400000	0.0555555555556	3	3
13	chr22	25440000	26600000	0.402777777778	3	3
11	chr22	26640000	28000000	0.472222222222	3	3
14	chr22	28080000	29200000	0.56	6	3
22	chr22	29320000	30080000	0.38	6	3
106	chr22	30480000	30520000	0.0112359550562	1	3
79	chr22	30600000	30720000	0.0337078651685	1	3
53	chr22	30760000	31040000	0.0786516853933	1	3
33	chr22	31160000	31720000	0.157303370787	1	3
5	chr22	31760000	33960000	0.61797752809	1	3
108	chr22	34000000	34040000	0.0112359550562	1	3
17	chr22	38080000	39120000	0.565217391304	7	3
23	chr22	39160000	39920000	0.413043478261	7	3
27	chr22	43640000	44360000	0.666666666667	15	3
54	chr22	44400000	44680000	0.259259259259	15	3
77	chr22	21880000	22000000	0.75	68	4
105	chr22	25160000	25200000	0.5	87	4
25	chr22	26640000	27360000	0.529411764706	11	4
43	chr22	27560000	28000000	0.323529411765	11	4
61	chr22	28120000	28320000	0.178571428571	14	4
20	chr22	28360000	29200000	0.75	14	4
38	chr22	29400000	29880000	0.631578947368	22	4
72	chr22	29920000	30080000	0.210526315789	22	4
89	chr22	30600000	30680000	0.666666666667	79	4
90	chr22	30760000	30840000	0.285714285714	53	4
107	chr22	30960000	31000000	0.142857142857	53	4
73	chr22	38080000	38240000	0.153846153846	17	4
40	chr22	38280000	38760000	0.461538461538	17	4
49	chr22	38800000	39120000	0.307692307692	17	4
41	chr22	39160000	39640000	0.631578947368	23	4
58	chr22	39680000	39920000	0.315789473684	23	4
96	chr22	43640000	43720000	0.111111111111	27	4
78	chr22	26640000	26760000	0.166666666667	25	5
32	chr22	26800000	27360000	0.777777777778	25	5
31	chr22	28360000	29000000	0.761904761905	20	5
71	chr22	29040000	29200000	0.190476190476	20	5
231	chr8	440000	520000	0	-1	1
181	chr8	760000	920000	0	-1	1
232	chr8	1240000	1320000	0	-1	1
233	chr8	1840000	1920000	0	-1	1
7	chr8	2160000	6000000	0	-1	1
117	chr8	6280000	6680000	0	-1	1
64	chr8	8160000	8920000	0	-1	1
234	chr8	8960000	9040000	0	-1	1
266	chr8	9120000	9160000	0	-1	1
201	chr8	9240000	9360000	0	-1	1
164	chr8	9480000	9680000	0	-1	1
85	chr8	9800000	10360000	0	-1	1
61	chr8	10480000	11280000	0	-1	1
182	chr8	11320000	11480000	0	-1	1
204	chr8	11680000	11800000	0	-1	1
50	chr8	12640000	13600000	0	-1	1
9	chr8	13640000	17200000	0	-1	1
18	chr8	17880000	20280000	0	-1	1
40	chr8	20320000	21600000	0	-1	1
237	chr8	21840000	21920000	0	-1	1
238	chr8	22080000	22160000	0	-1	1
65	chr8	22200000	22960000	0	-1	1
123	chr8	23000000	23360000	0	-1	1
27	chr8	23400000	25040000	0	-1	1
108	chr8	25560000	26000000	0	-1	1
86	chr8	26040000	26600000	0	-1	1
136	chr8	26720000	27040000	0	-1	1
240	chr8	27160000	27240000	0	-1	1
273	chr8	27280000	27320000	0	-1	1
208	chr8	27560000	27680000	0	-1	1
66	chr8	27720000	28480000	0	-1	1
23	chr8	28720000	30640000	0	-1	1
15	chr8	30760000	33440000	0	-1	1
185	chr8	34960000	35120000	0	-1	1
277	chr8	35640000	35680000	0	-1	1
278	chr8	36520000	36560000	0	-1	1
52	chr8	36840000	37760000	0	-1	1
79	chr8	38120000	38760000	0	-1	1
211	chr8	39120000	39240000	0	-1	1
212	chr8	39520000	39640000	0	-1	1
279	chr8	39680000	39720000	0	-1	1
30	chr8	39960000	41520000	0	-1	1
80	chr8	41720000	42360000	0	-1	1
102	chr8	42400000	42880000	0	-1	1
170	chr8	47120000	47320000	0	-1	1
111	chr8	48360000	48800000	0	-1	1
216	chr8	48920000	49040000	0	-1	1
55	chr8	49160000	50040000	0	-1	1
0	chr8	50080000	141440000	0	-1	1
199	chr8	141560000	141720000	0	-1	1
97	chr8	141760000	142280000	0	-1	1
263	chr8	142320000	142400000	0	-1	1
336	chr8	142640000	142680000	0	-1	1
337	chr8	143760000	143800000	0	-1	1
338	chr8	143960000	144000000	0	-1	1
339	chr8	144280000	144320000	0	-1	1
122	chr8	145800000	146200000	0	-1	1
118	chr8	8160000	8560000	0.526315789474	64	2
264	chr8	8600000	8640000	0.0526315789474	64	2
151	chr8	8680000	8920000	0.315789473684	64	2
265	chr8	8960000	9000000	0.5	234	2
267	chr8	9320000	9360000	0.333333333333	201	2
146	chr8	10480000	10760000	0.35	61	2
98	chr8	10800000	11280000	0.6	61	2
203	chr8	11320000	11440000	0.75	182	2
268	chr8	11760000	11800000	0.333333333333	204	2
165	chr8	12720000	12920000	0.208333333333	50	2
76	chr8	12960000	13600000	0.666666666667	50	2
269	chr8	14360000	14400000	0.0112359550562	9	2
183	chr8	14520000	14680000	0.0449438202247	9	2
235	chr8	14960000	15040000	0.0224719101124	9	2
31	chr8	15160000	16680000	0.426966292135	9	2
77	chr8	17200000	17840000	0.179775280899	9	2
51	chr8	17880000	18800000	0.383333333333	18	2
119	chr8	18840000	19240000	0.166666666667	18	2
100	chr8	19280000	19760000	0.2	18	2
167	chr8	20120000	20320000	0.15625	40	2
271	chr8	21880000	21920000	0.5	237	2
82	chr8	22360000	22960000	0.789473684211	65	2
153	chr8	23400000	23640000	0.146341463415	27	2
68	chr8	23680000	24360000	0.414634146341	27	2
78	chr8	24400000	25040000	0.390243902439	27	2
135	chr8	26040000	26360000	0.571428571429	86	2
206	chr8	26480000	26600000	0.214285714286	86	2
239	chr8	26720000	26800000	0.25	136	2
207	chr8	26920000	27040000	0.375	136	2
94	chr8	27720000	28240000	0.684210526316	66	2
209	chr8	28360000	28480000	0.157894736842	66	2
33	chr8	28720000	30120000	0.729166666667	23	2
109	chr8	30760000	31200000	0.164179104478	15	2
186	chr8	37760000	37920000	0.173913043478	52	2
155	chr8	38160000	38400000	0.375	79	2
147	chr8	38440000	38720000	0.4375	79	2
137	chr8	38760000	39080000	0.5	79	2
47	chr8	40000000	41040000	0.666666666667	30	2
213	chr8	41160000	41280000	0.0769230769231	30	2
214	chr8	41400000	41520000	0.0769230769231	30	2
187	chr8	41720000	41880000	0.25	80	2
110	chr8	41920000	42360000	0.6875	80	2
188	chr8	42840000	43000000	0.333333333333	102	2
242	chr8	47200000	47280000	0.4	170	2
280	chr8	48920000	48960000	0.333333333333	216	2
1	chr8	50080000	86040000	0.393607705779	0	2
309	chr8	86600000	86640000	0.000437828371278	0	2
310	chr8	87160000	87200000	0.000437828371278	0	2
196	chr8	87480000	87640000	0.00175131348511	0	2
5	chr8	87760000	92080000	0.0472854640981	0	2
19	chr8	92320000	94720000	0.0262697022767	0	2
62	chr8	94840000	95640000	0.00875656742557	0	2
317	chr8	95720000	95760000	0.000437828371278	0	2
318	chr8	95760000	95800000	0.000437828371278	0	2
34	chr8	95920000	97320000	0.0153239929947	0	2
35	chr8	97360000	98720000	0.0148861646235	0	2
